method,task,regime,split,success,success_ci95,side_effect_violation,side_effect_violation_ci95,preference_regret,preference_regret_ci95,side_effect_recall,side_effect_recall_ci95,false_alarm,false_alarm_ci95,query_cost,query_cost_ci95,damage_rate,damage_rate_ci95,data_efficiency_proxy,data_efficiency_proxy_ci95,groups
success_only_policy,tool_handoff,unstable_placement,unseen_side_effect,0.4456,0.0423,0.1902,0.0051,0.1131,0.0017,0.1631,0.0052,0.0601,0.0029,0.0798,0.0,0.1128,0.0043,0.1982,0.0051,7
success_only_policy,tool_handoff,unstable_placement,combined_stress,0.3282,0.0329,0.2109,0.0031,0.12,0.0012,0.1509,0.0064,0.0601,0.0038,0.088,0.0,0.119,0.0038,0.1828,0.0054,7
success_only_policy,tool_handoff,irreversible_change,nominal,0.4813,0.0397,0.1371,0.0036,0.0978,0.0023,0.1895,0.0056,0.0476,0.0048,0.0599,0.0,0.0977,0.0019,0.2149,0.0041,7
success_only_policy,tool_handoff,irreversible_change,seen_shift,0.4422,0.0402,0.1666,0.0024,0.1039,0.004,0.1755,0.0057,0.0515,0.0023,0.0704,0.0,0.1165,0.0037,0.202,0.0046,7
success_only_policy,tool_handoff,irreversible_change,unseen_object,0.4167,0.0338,0.1863,0.0025,0.1121,0.0032,0.1803,0.0059,0.0539,0.0028,0.0756,0.0,0.1256,0.0031,0.1982,0.0043,7
success_only_policy,tool_handoff,irreversible_change,unseen_side_effect,0.3827,0.0294,0.1996,0.0038,0.1196,0.0023,0.1579,0.0051,0.0556,0.0033,0.0801,0.0,0.1443,0.0039,0.192,0.0067,7
success_only_policy,tool_handoff,irreversible_change,combined_stress,0.3724,0.0383,0.2237,0.0035,0.127,0.0033,0.1589,0.0061,0.0619,0.0022,0.0883,0.0,0.1502,0.003,0.1906,0.0065,7
success_only_policy,tool_handoff,combined_side_effect_stress,nominal,0.4303,0.0224,0.1809,0.0027,0.1127,0.0033,0.1953,0.0142,0.0467,0.0041,0.0611,0.0,0.1163,0.004,0.2177,0.0055,7
success_only_policy,tool_handoff,combined_side_effect_stress,seen_shift,0.4201,0.0419,0.2216,0.0035,0.1275,0.0025,0.1859,0.0097,0.0485,0.0026,0.0719,0.0,0.1409,0.0024,0.2075,0.0054,7
success_only_policy,tool_handoff,combined_side_effect_stress,unseen_object,0.3707,0.0267,0.2478,0.0037,0.1351,0.0032,0.1767,0.0047,0.0549,0.001,0.0773,0.0,0.1501,0.0048,0.1965,0.0044,7
success_only_policy,tool_handoff,combined_side_effect_stress,unseen_side_effect,0.3435,0.0328,0.2685,0.0026,0.145,0.0025,0.1544,0.0097,0.0553,0.001,0.0819,0.0,0.1777,0.0028,0.1911,0.0051,7
success_only_policy,tool_handoff,combined_side_effect_stress,combined_stress,0.3231,0.0393,0.2999,0.0043,0.1573,0.0029,0.1583,0.0094,0.0622,0.0026,0.0903,0.0,0.1851,0.0028,0.1804,0.0036,7
success_only_policy,mobile_shelf_placement,nominal,nominal,0.585,0.0479,0.0595,0.0039,0.061,0.0038,0.1886,0.0082,0.0447,0.0018,0.053,0.0,0.0348,0.0028,0.2097,0.0062,7
success_only_policy,mobile_shelf_placement,nominal,seen_shift,0.5578,0.0433,0.066,0.0023,0.0653,0.0021,0.178,0.0083,0.0505,0.0043,0.0617,0.0,0.0358,0.0027,0.2047,0.0045,7
success_only_policy,mobile_shelf_placement,nominal,unseen_object,0.4983,0.0336,0.0748,0.0028,0.0667,0.0025,0.1793,0.008,0.0536,0.0026,0.066,0.0,0.033,0.0031,0.1955,0.0072,7
success_only_policy,mobile_shelf_placement,nominal,unseen_side_effect,0.5221,0.0559,0.071,0.0047,0.0658,0.0019,0.1538,0.0086,0.0582,0.002,0.0698,0.0,0.0341,0.0027,0.1933,0.0036,7
success_only_policy,mobile_shelf_placement,nominal,combined_stress,0.4609,0.046,0.0778,0.0034,0.0692,0.0026,0.1544,0.0077,0.0616,0.0026,0.0766,0.0,0.0411,0.0032,0.1765,0.0056,7
success_only_policy,mobile_shelf_placement,force_damage,nominal,0.517,0.0475,0.1217,0.003,0.0843,0.0031,0.1895,0.0074,0.0445,0.0041,0.0593,0.0,0.0952,0.0029,0.2132,0.0061,7
success_only_policy,mobile_shelf_placement,force_damage,seen_shift,0.4388,0.0513,0.1464,0.0026,0.0915,0.0025,0.1817,0.0084,0.0517,0.0034,0.0696,0.0,0.1094,0.0026,0.2018,0.0067,7
success_only_policy,mobile_shelf_placement,force_damage,unseen_object,0.466,0.0119,0.1604,0.004,0.0948,0.0034,0.1758,0.0067,0.0537,0.0034,0.0748,0.0,0.1191,0.002,0.1988,0.004,7
success_only_policy,mobile_shelf_placement,force_damage,unseen_side_effect,0.3776,0.0521,0.1773,0.0043,0.1049,0.002,0.1602,0.0073,0.0561,0.0033,0.0792,0.0,0.1432,0.0017,0.1914,0.0046,7
success_only_policy,mobile_shelf_placement,force_damage,combined_stress,0.3537,0.0452,0.1908,0.0034,0.1089,0.0033,0.1586,0.0053,0.0631,0.0033,0.0873,0.0,0.1466,0.0027,0.1885,0.0056,7
success_only_policy,mobile_shelf_placement,object_displacement,nominal,0.5017,0.0372,0.1363,0.0033,0.0834,0.0026,0.1912,0.0087,0.0483,0.0022,0.0589,0.0,0.0595,0.003,0.2155,0.0062,7
success_only_policy,mobile_shelf_placement,object_displacement,seen_shift,0.5374,0.0454,0.1606,0.0035,0.0904,0.0026,0.1892,0.005,0.052,0.0026,0.0691,0.0,0.0689,0.0015,0.2089,0.0063,7
success_only_policy,mobile_shelf_placement,object_displacement,unseen_object,0.4592,0.016,0.1969,0.0028,0.0984,0.0026,0.1829,0.007,0.0553,0.0034,0.0742,0.0,0.0744,0.0028,0.197,0.0038,7
success_only_policy,mobile_shelf_placement,object_displacement,unseen_side_effect,0.4082,0.0413,0.1818,0.0015,0.0967,0.0037,0.1554,0.0106,0.0521,0.0026,0.0786,0.0,0.0828,0.0032,0.1924,0.0064,7
success_only_policy,mobile_shelf_placement,object_displacement,combined_stress,0.3912,0.0503,0.2155,0.004,0.1052,0.004,0.153,0.0101,0.0592,0.003,0.0867,0.0,0.0848,0.0016,0.1828,0.0068,7
success_only_policy,mobile_shelf_placement,clutter_accumulation,nominal,0.5425,0.0429,0.1389,0.0033,0.0823,0.0043,0.198,0.0106,0.0454,0.0031,0.0595,0.0,0.06,0.0031,0.2079,0.0028,7
success_only_policy,mobile_shelf_placement,clutter_accumulation,seen_shift,0.4694,0.0287,0.1619,0.0043,0.0928,0.0044,0.188,0.0032,0.0507,0.0029,0.0699,0.0,0.0712,0.0037,0.2015,0.0041,7
success_only_policy,mobile_shelf_placement,clutter_accumulation,unseen_object,0.4575,0.0449,0.2029,0.0057,0.1004,0.0024,0.1777,0.0071,0.0555,0.0024,0.0751,0.0,0.0754,0.0034,0.1956,0.0061,7
success_only_policy,mobile_shelf_placement,clutter_accumulation,unseen_side_effect,0.4235,0.0475,0.1878,0.0026,0.1024,0.002,0.1492,0.0109,0.0578,0.0026,0.0795,0.0,0.0795,0.0014,0.1947,0.0062,7
success_only_policy,mobile_shelf_placement,clutter_accumulation,combined_stress,0.4065,0.0241,0.2227,0.0027,0.1106,0.0029,0.1552,0.0092,0.0621,0.002,0.0877,0.0,0.0888,0.0036,0.1871,0.0075,7
success_only_policy,mobile_shelf_placement,unstable_placement,nominal,0.4898,0.0393,0.1547,0.0062,0.0928,0.0025,0.1934,0.0036,0.0488,0.0038,0.0597,0.0,0.0771,0.0041,0.211,0.0048,7
success_only_policy,mobile_shelf_placement,unstable_placement,seen_shift,0.4983,0.0389,0.1843,0.0027,0.0983,0.0018,0.1875,0.0063,0.049,0.0032,0.0701,0.0,0.0907,0.0039,0.1974,0.0043,7
success_only_policy,mobile_shelf_placement,unstable_placement,unseen_object,0.4507,0.0246,0.2133,0.0029,0.1082,0.003,0.1834,0.0107,0.056,0.0037,0.0753,0.0,0.0975,0.0028,0.1915,0.0053,7
success_only_policy,mobile_shelf_placement,unstable_placement,unseen_side_effect,0.3741,0.0429,0.2162,0.0038,0.1095,0.0039,0.1505,0.0063,0.0573,0.0023,0.0798,0.0,0.109,0.0029,0.1896,0.0022,7
success_only_policy,mobile_shelf_placement,unstable_placement,combined_stress,0.3929,0.0169,0.2495,0.0033,0.1226,0.0029,0.1548,0.0065,0.0636,0.0026,0.088,0.0,0.1161,0.0058,0.1871,0.0063,7
success_only_policy,mobile_shelf_placement,irreversible_change,nominal,0.4762,0.0381,0.1563,0.0038,0.093,0.0034,0.2011,0.0106,0.0468,0.0028,0.0599,0.0,0.095,0.0016,0.2161,0.0065,7
success_only_policy,mobile_shelf_placement,irreversible_change,seen_shift,0.4354,0.0397,0.1918,0.0034,0.1079,0.0039,0.1864,0.0051,0.0538,0.0032,0.0704,0.0,0.1128,0.0034,0.2021,0.0043,7
success_only_policy,mobile_shelf_placement,irreversible_change,unseen_object,0.4575,0.0352,0.2267,0.0029,0.116,0.0036,0.1768,0.006,0.0553,0.002,0.0756,0.0,0.1227,0.002,0.2032,0.0066,7
success_only_policy,mobile_shelf_placement,irreversible_change,unseen_side_effect,0.3588,0.0354,0.2205,0.0008,0.1164,0.004,0.1567,0.0114,0.0521,0.0029,0.0801,0.0,0.1395,0.0027,0.1928,0.008,7
success_only_policy,mobile_shelf_placement,irreversible_change,combined_stress,0.3588,0.0518,0.2573,0.0031,0.1275,0.0024,0.1538,0.0073,0.0601,0.0021,0.0883,0.0,0.148,0.0022,0.1839,0.0053,7
success_only_policy,mobile_shelf_placement,combined_side_effect_stress,nominal,0.4558,0.0543,0.2076,0.0031,0.1091,0.003,0.2009,0.0083,0.0459,0.0034,0.0611,0.0,0.1116,0.0028,0.2163,0.0049,7
success_only_policy,mobile_shelf_placement,combined_side_effect_stress,seen_shift,0.4048,0.0567,0.2482,0.0059,0.1249,0.0028,0.1844,0.0056,0.0512,0.0029,0.0719,0.0,0.1351,0.002,0.203,0.0032,7
success_only_policy,mobile_shelf_placement,combined_side_effect_stress,unseen_object,0.4082,0.015,0.3042,0.0032,0.138,0.0029,0.1825,0.0043,0.0506,0.002,0.0773,0.0,0.1456,0.0029,0.1958,0.0044,7
success_only_policy,mobile_shelf_placement,combined_side_effect_stress,unseen_side_effect,0.3503,0.0435,0.3026,0.0043,0.1422,0.0027,0.1569,0.0065,0.0552,0.0027,0.0819,0.0,0.1658,0.0016,0.1906,0.0066,7
success_only_policy,mobile_shelf_placement,combined_side_effect_stress,combined_stress,0.3231,0.0427,0.3499,0.0045,0.158,0.0037,0.1606,0.0025,0.0639,0.0039,0.0903,0.0,0.179,0.0028,0.1773,0.0045,7
generic_pairwise_preference_model,table_clearing,nominal,nominal,0.6037,0.0434,0.0456,0.0023,0.058,0.0018,0.3259,0.0082,0.0658,0.0035,0.1676,0.0,0.0312,0.0026,0.3421,0.0054,7
generic_pairwise_preference_model,table_clearing,nominal,seen_shift,0.5714,0.0664,0.0486,0.0061,0.0603,0.0033,0.3156,0.0068,0.0723,0.0019,0.1763,0.0,0.0311,0.0023,0.3338,0.0058,7
generic_pairwise_preference_model,table_clearing,nominal,unseen_object,0.5697,0.0454,0.0541,0.0025,0.0623,0.0022,0.3016,0.0056,0.0768,0.0042,0.1806,0.0,0.0282,0.0025,0.329,0.0072,7
generic_pairwise_preference_model,table_clearing,nominal,unseen_side_effect,0.5476,0.0233,0.0509,0.0039,0.0617,0.0027,0.2776,0.0062,0.0798,0.0037,0.1844,0.0,0.0326,0.0019,0.3211,0.0077,7
generic_pairwise_preference_model,table_clearing,nominal,combined_stress,0.5663,0.0475,0.0578,0.0023,0.062,0.0031,0.2849,0.0064,0.0832,0.0032,0.1912,0.0,0.0317,0.0034,0.315,0.0042,7
generic_pairwise_preference_model,table_clearing,force_damage,nominal,0.5969,0.023,0.0798,0.0042,0.0709,0.002,0.3248,0.0093,0.0668,0.0031,0.1739,0.0,0.0673,0.0024,0.3397,0.0079,7
generic_pairwise_preference_model,table_clearing,force_damage,seen_shift,0.5187,0.0452,0.0953,0.0035,0.0789,0.0033,0.3057,0.0058,0.0721,0.0029,0.1842,0.0,0.0808,0.0022,0.3302,0.0086,7
generic_pairwise_preference_model,table_clearing,force_damage,unseen_object,0.5238,0.0326,0.1096,0.0034,0.0785,0.0046,0.3057,0.008,0.0744,0.0027,0.1894,0.0,0.0871,0.0025,0.3266,0.0057,7
generic_pairwise_preference_model,table_clearing,force_damage,unseen_side_effect,0.4966,0.0425,0.1126,0.0046,0.0828,0.0035,0.2807,0.0058,0.0803,0.0055,0.1938,0.0,0.1027,0.0034,0.3243,0.0058,7
generic_pairwise_preference_model,table_clearing,force_damage,combined_stress,0.4694,0.0333,0.1213,0.0034,0.0839,0.0021,0.2839,0.0066,0.0842,0.0025,0.2019,0.0,0.1042,0.0028,0.317,0.0041,7
generic_pairwise_preference_model,table_clearing,object_displacement,nominal,0.5867,0.0313,0.1027,0.004,0.0748,0.0041,0.3252,0.0078,0.068,0.0028,0.1735,0.0,0.05,0.0031,0.3506,0.0056,7
generic_pairwise_preference_model,table_clearing,object_displacement,seen_shift,0.5663,0.0233,0.1208,0.0025,0.0769,0.0032,0.3077,0.0102,0.0725,0.0028,0.1837,0.0,0.0557,0.0037,0.3342,0.0033,7
generic_pairwise_preference_model,table_clearing,object_displacement,unseen_object,0.5017,0.02,0.1555,0.0049,0.0839,0.0027,0.3042,0.0113,0.0732,0.0018,0.1888,0.0,0.0617,0.0023,0.3296,0.0037,7
generic_pairwise_preference_model,table_clearing,object_displacement,unseen_side_effect,0.5408,0.019,0.137,0.0032,0.0809,0.0029,0.28,0.0113,0.0759,0.0036,0.1932,0.0,0.067,0.0038,0.3296,0.0034,7
generic_pairwise_preference_model,table_clearing,object_displacement,combined_stress,0.4541,0.061,0.1578,0.0037,0.0898,0.0039,0.2808,0.0093,0.0848,0.0029,0.2013,0.0,0.0674,0.0015,0.3083,0.0066,7
generic_pairwise_preference_model,table_clearing,clutter_accumulation,nominal,0.5391,0.0337,0.1087,0.0044,0.0754,0.0046,0.3146,0.0076,0.0679,0.0043,0.1741,0.0,0.0553,0.0026,0.342,0.0058,7
generic_pairwise_preference_model,table_clearing,clutter_accumulation,seen_shift,0.568,0.0337,0.1244,0.0028,0.0805,0.0035,0.3124,0.0115,0.0701,0.003,0.1845,0.0,0.057,0.0031,0.3338,0.0089,7
generic_pairwise_preference_model,table_clearing,clutter_accumulation,unseen_object,0.4966,0.0552,0.1607,0.0042,0.0888,0.0032,0.3104,0.0057,0.0733,0.0023,0.1897,0.0,0.0622,0.0048,0.3291,0.009,7
generic_pairwise_preference_model,table_clearing,clutter_accumulation,unseen_side_effect,0.5323,0.0416,0.1398,0.005,0.0833,0.0018,0.2841,0.0056,0.0774,0.0035,0.1941,0.0,0.0664,0.0036,0.3176,0.0073,7
generic_pairwise_preference_model,table_clearing,clutter_accumulation,combined_stress,0.4728,0.0159,0.1651,0.0032,0.0879,0.0033,0.2869,0.0054,0.084,0.0047,0.2023,0.0,0.0676,0.0023,0.3157,0.0074,7
generic_pairwise_preference_model,table_clearing,unstable_placement,nominal,0.602,0.0381,0.0967,0.0025,0.0739,0.0036,0.3264,0.0067,0.0665,0.002,0.1743,0.0,0.0623,0.0046,0.3396,0.0094,7
generic_pairwise_preference_model,table_clearing,unstable_placement,seen_shift,0.5306,0.0455,0.1123,0.0025,0.0786,0.0032,0.3166,0.0083,0.0715,0.0025,0.1847,0.0,0.0706,0.0031,0.33,0.0071,7
generic_pairwise_preference_model,table_clearing,unstable_placement,unseen_object,0.5187,0.065,0.1335,0.0042,0.0842,0.002,0.3064,0.0066,0.0743,0.0029,0.1899,0.0,0.071,0.0039,0.3205,0.0041,7
generic_pairwise_preference_model,table_clearing,unstable_placement,unseen_side_effect,0.5323,0.0425,0.1292,0.0033,0.0845,0.0014,0.2851,0.0061,0.0797,0.0024,0.1944,0.0,0.0818,0.0022,0.3251,0.0046,7
generic_pairwise_preference_model,table_clearing,unstable_placement,combined_stress,0.449,0.0538,0.1507,0.002,0.0902,0.0033,0.2866,0.0092,0.083,0.0029,0.2026,0.0,0.0878,0.0031,0.3135,0.0033,7
generic_pairwise_preference_model,table_clearing,irreversible_change,nominal,0.5527,0.0469,0.1107,0.0028,0.0785,0.0031,0.3263,0.0075,0.0686,0.0025,0.1745,0.0,0.0738,0.0031,0.3386,0.0061,7
generic_pairwise_preference_model,table_clearing,irreversible_change,seen_shift,0.5782,0.0215,0.1289,0.0041,0.0842,0.0044,0.3201,0.0106,0.0715,0.0023,0.185,0.0,0.0885,0.0026,0.3338,0.0039,7
generic_pairwise_preference_model,table_clearing,irreversible_change,unseen_object,0.5068,0.0317,0.1591,0.003,0.0932,0.0029,0.3015,0.0071,0.0748,0.0025,0.1902,0.0,0.0933,0.0042,0.3322,0.0057,7
generic_pairwise_preference_model,table_clearing,irreversible_change,unseen_side_effect,0.4881,0.0398,0.1469,0.0044,0.0921,0.0033,0.2863,0.006,0.0776,0.0036,0.1947,0.0,0.1048,0.0038,0.3221,0.002,7
generic_pairwise_preference_model,table_clearing,irreversible_change,combined_stress,0.4269,0.0393,0.1741,0.0052,0.099,0.0019,0.2865,0.0051,0.0841,0.0016,0.2029,0.0,0.1124,0.0023,0.3204,0.0038,7
generic_pairwise_preference_model,table_clearing,combined_side_effect_stress,nominal,0.585,0.0439,0.1427,0.0031,0.0895,0.0018,0.3208,0.0064,0.0685,0.0021,0.1757,0.0,0.0862,0.0032,0.3476,0.0049,7
generic_pairwise_preference_model,table_clearing,combined_side_effect_stress,seen_shift,0.517,0.0516,0.1687,0.0023,0.0982,0.0033,0.309,0.0068,0.0747,0.0045,0.1865,0.0,0.1047,0.003,0.3384,0.0052,7
generic_pairwise_preference_model,table_clearing,combined_side_effect_stress,unseen_object,0.5255,0.0406,0.2136,0.0058,0.1064,0.0037,0.3109,0.009,0.0745,0.0023,0.1919,0.0,0.1117,0.005,0.3271,0.007,7
generic_pairwise_preference_model,table_clearing,combined_side_effect_stress,unseen_side_effect,0.4711,0.0143,0.1953,0.0036,0.1052,0.0028,0.2861,0.0068,0.0779,0.004,0.1965,0.0,0.1228,0.0026,0.3209,0.0033,7
generic_pairwise_preference_model,table_clearing,combined_side_effect_stress,combined_stress,0.3997,0.0407,0.234,0.004,0.117,0.0025,0.2843,0.0106,0.0818,0.0046,0.2049,0.0,0.135,0.002,0.3194,0.0052,7
generic_pairwise_preference_model,drawer_retrieval,nominal,nominal,0.6156,0.0437,0.0426,0.0045,0.0629,0.0018,0.3269,0.0034,0.0699,0.0027,0.1676,0.0,0.0339,0.0031,0.3491,0.0046,7
generic_pairwise_preference_model,drawer_retrieval,nominal,seen_shift,0.5646,0.0429,0.0452,0.0034,0.0607,0.0031,0.3163,0.0085,0.0712,0.0015,0.1763,0.0,0.033,0.0018,0.3344,0.0062,7
generic_pairwise_preference_model,drawer_retrieval,nominal,unseen_object,0.5527,0.0367,0.051,0.0057,0.0621,0.0027,0.3064,0.0059,0.0757,0.0017,0.1806,0.0,0.0319,0.0042,0.3201,0.0054,7
generic_pairwise_preference_model,drawer_retrieval,nominal,unseen_side_effect,0.5765,0.0352,0.0529,0.0047,0.0665,0.004,0.2868,0.0068,0.0783,0.0037,0.1844,0.0,0.0321,0.0018,0.329,0.0039,7
generic_pairwise_preference_model,drawer_retrieval,nominal,combined_stress,0.5391,0.0141,0.052,0.0041,0.0656,0.0026,0.2869,0.0056,0.0815,0.003,0.1912,0.0,0.036,0.002,0.3138,0.0038,7
generic_pairwise_preference_model,drawer_retrieval,force_damage,nominal,0.5731,0.0448,0.0818,0.0031,0.0733,0.0032,0.3289,0.0062,0.0666,0.003,0.1739,0.0,0.0767,0.0016,0.354,0.0044,7
generic_pairwise_preference_model,drawer_retrieval,force_damage,seen_shift,0.5391,0.0202,0.094,0.0046,0.0797,0.0029,0.3145,0.006,0.075,0.0024,0.1842,0.0,0.0895,0.0031,0.3332,0.0051,7
generic_pairwise_preference_model,drawer_retrieval,force_damage,unseen_object,0.4864,0.0362,0.1112,0.0033,0.0827,0.0028,0.3018,0.0076,0.0754,0.0034,0.1894,0.0,0.0989,0.0027,0.3241,0.0046,7
generic_pairwise_preference_model,drawer_retrieval,force_damage,unseen_side_effect,0.5255,0.0324,0.1248,0.0019,0.0884,0.0039,0.2829,0.0053,0.0783,0.0024,0.1938,0.0,0.1197,0.0041,0.3231,0.006,7
generic_pairwise_preference_model,drawer_retrieval,force_damage,combined_stress,0.4354,0.0455,0.1305,0.0041,0.086,0.0032,0.2802,0.0097,0.0818,0.0033,0.2019,0.0,0.1198,0.0012,0.3145,0.0051,7
generic_pairwise_preference_model,drawer_retrieval,object_displacement,nominal,0.5986,0.0268,0.0836,0.0051,0.0688,0.003,0.3225,0.0059,0.0655,0.0026,0.1735,0.0,0.0549,0.003,0.3471,0.0051,7
generic_pairwise_preference_model,drawer_retrieval,object_displacement,seen_shift,0.5544,0.0509,0.0927,0.0045,0.0746,0.0031,0.316,0.0066,0.0728,0.0051,0.1837,0.0,0.0604,0.0037,0.3356,0.0042,7
generic_pairwise_preference_model,drawer_retrieval,object_displacement,unseen_object,0.5136,0.0213,0.1136,0.0037,0.078,0.0036,0.3092,0.0101,0.0756,0.0028,0.1888,0.0,0.064,0.0037,0.3315,0.0052,7
generic_pairwise_preference_model,drawer_retrieval,object_displacement,unseen_side_effect,0.5068,0.0313,0.107,0.0036,0.0785,0.0017,0.284,0.0078,0.0767,0.003,0.1932,0.0,0.0672,0.0027,0.3279,0.0023,7
generic_pairwise_preference_model,drawer_retrieval,object_displacement,combined_stress,0.4558,0.0287,0.1234,0.0044,0.0829,0.0011,0.2825,0.0067,0.0822,0.0025,0.2013,0.0,0.0704,0.0038,0.3191,0.0075,7
generic_pairwise_preference_model,drawer_retrieval,clutter_accumulation,nominal,0.5748,0.0337,0.0792,0.0018,0.0691,0.0042,0.3269,0.0067,0.0642,0.001,0.1741,0.0,0.0488,0.0026,0.3431,0.0055,7
generic_pairwise_preference_model,drawer_retrieval,clutter_accumulation,seen_shift,0.5221,0.0343,0.0918,0.0044,0.0751,0.0031,0.3075,0.004,0.0725,0.0021,0.1845,0.0,0.0599,0.0035,0.337,0.0052,7
generic_pairwise_preference_model,drawer_retrieval,clutter_accumulation,unseen_object,0.449,0.0419,0.1138,0.0033,0.0798,0.0032,0.3087,0.0063,0.0771,0.0033,0.1897,0.0,0.0603,0.0039,0.3292,0.004,7
generic_pairwise_preference_model,drawer_retrieval,clutter_accumulation,unseen_side_effect,0.5187,0.0196,0.1081,0.0037,0.0808,0.003,0.2837,0.0097,0.0784,0.0017,0.1941,0.0,0.0677,0.0035,0.3267,0.0046,7
generic_pairwise_preference_model,drawer_retrieval,clutter_accumulation,combined_stress,0.466,0.029,0.1254,0.004,0.0883,0.0026,0.2873,0.0046,0.0817,0.0044,0.2023,0.0,0.0725,0.0029,0.3133,0.0057,7
generic_pairwise_preference_model,drawer_retrieval,unstable_placement,nominal,0.5833,0.0426,0.0907,0.0039,0.072,0.0042,0.3177,0.0078,0.0656,0.0029,0.1743,0.0,0.0629,0.0017,0.3441,0.004,7
generic_pairwise_preference_model,drawer_retrieval,unstable_placement,seen_shift,0.4847,0.0344,0.1084,0.005,0.0829,0.0024,0.3082,0.0073,0.0742,0.0026,0.1847,0.0,0.0752,0.0025,0.3361,0.0079,7
generic_pairwise_preference_model,drawer_retrieval,unstable_placement,unseen_object,0.5068,0.0333,0.1201,0.0052,0.0849,0.0025,0.3079,0.0061,0.0746,0.0017,0.1899,0.0,0.0786,0.0023,0.3285,0.0067,7
generic_pairwise_preference_model,drawer_retrieval,unstable_placement,unseen_side_effect,0.4745,0.0715,0.1229,0.0045,0.0857,0.0036,0.282,0.0081,0.0776,0.0024,0.1944,0.0,0.0901,0.0037,0.3225,0.0038,7
generic_pairwise_preference_model,drawer_retrieval,unstable_placement,combined_stress,0.4422,0.0206,0.1362,0.0038,0.0921,0.0033,0.2759,0.007,0.0833,0.0026,0.2026,0.0,0.0927,0.0016,0.3097,0.0047,7
generic_pairwise_preference_model,drawer_retrieval,irreversible_change,nominal,0.5918,0.0321,0.094,0.0045,0.0779,0.0029,0.317,0.0079,0.0692,0.0029,0.1745,0.0,0.0783,0.0013,0.3459,0.0045,7
generic_pairwise_preference_model,drawer_retrieval,irreversible_change,seen_shift,0.5272,0.0443,0.1115,0.0038,0.0835,0.0029,0.3107,0.0049,0.075,0.0037,0.185,0.0,0.0944,0.0033,0.331,0.0036,7
generic_pairwise_preference_model,drawer_retrieval,irreversible_change,unseen_object,0.5119,0.0555,0.1292,0.0019,0.0858,0.0036,0.3084,0.007,0.076,0.0026,0.1902,0.0,0.0981,0.002,0.3281,0.0037,7
generic_pairwise_preference_model,drawer_retrieval,irreversible_change,unseen_side_effect,0.483,0.0269,0.1348,0.0038,0.0928,0.0027,0.2827,0.0087,0.0789,0.0019,0.1947,0.0,0.1107,0.0037,0.3238,0.0057,7
generic_pairwise_preference_model,drawer_retrieval,irreversible_change,combined_stress,0.4439,0.0363,0.1519,0.0033,0.0967,0.0037,0.2805,0.0094,0.0808,0.0037,0.2029,0.0,0.1194,0.0014,0.3146,0.0075,7
generic_pairwise_preference_model,drawer_retrieval,combined_side_effect_stress,nominal,0.5476,0.0216,0.1217,0.0024,0.0861,0.0038,0.3245,0.0074,0.0662,0.0032,0.1757,0.0,0.0913,0.002,0.3458,0.0087,7
generic_pairwise_preference_model,drawer_retrieval,combined_side_effect_stress,seen_shift,0.5068,0.0321,0.1491,0.0034,0.0945,0.0012,0.3162,0.0075,0.0737,0.0012,0.1865,0.0,0.1103,0.0023,0.3367,0.0062,7
generic_pairwise_preference_model,drawer_retrieval,combined_side_effect_stress,unseen_object,0.466,0.018,0.1716,0.0046,0.1,0.0032,0.3119,0.0088,0.0734,0.0031,0.1919,0.0,0.1188,0.0026,0.3319,0.0058,7
generic_pairwise_preference_model,drawer_retrieval,combined_side_effect_stress,unseen_side_effect,0.4371,0.0329,0.1769,0.0039,0.1056,0.0035,0.2824,0.0096,0.0751,0.0024,0.1965,0.0,0.1379,0.0019,0.3273,0.005,7
generic_pairwise_preference_model,drawer_retrieval,combined_side_effect_stress,combined_stress,0.4303,0.0563,0.1985,0.004,0.1139,0.0033,0.281,0.0069,0.0852,0.0031,0.2049,0.0,0.1459,0.0046,0.3141,0.006,7
generic_pairwise_preference_model,cable_routing,nominal,nominal,0.5884,0.0429,0.0481,0.0032,0.0594,0.0018,0.3253,0.0132,0.0639,0.0017,0.1676,0.0,0.0293,0.0044,0.3502,0.0084,7
