ablation,task,regime,seed,episodes,success,success_probability,utility,side_effect_recall,side_effect_violation,damage_rate,false_alarm,query_cost,preference_regret,human_acceptance,delayed_effect_miss,label_disagreement_loss
minus_counterfactual_pairs,fragile_object_sorting,unstable_placement,0,96,0.614583,0.59076,0.639755,0.516917,0.056627,0.050223,0.092661,0.198947,0.078219,0.651022,0.081361,0.09532
minus_counterfactual_pairs,fragile_object_sorting,unstable_placement,1,96,0.510417,0.573027,0.557055,0.51766,0.058348,0.054613,0.089704,0.198947,0.069343,0.650619,0.075626,0.093781
minus_counterfactual_pairs,fragile_object_sorting,unstable_placement,2,96,0.520833,0.585414,0.564667,0.524615,0.062587,0.052832,0.087723,0.198947,0.06696,0.643256,0.081717,0.096582
minus_counterfactual_pairs,fragile_object_sorting,unstable_placement,3,96,0.614583,0.56537,0.637831,0.517952,0.060584,0.057981,0.095516,0.198947,0.068745,0.647595,0.078414,0.092648
minus_counterfactual_pairs,fragile_object_sorting,unstable_placement,4,96,0.614583,0.572567,0.63561,0.49871,0.053858,0.054701,0.089299,0.198947,0.078422,0.647205,0.077902,0.101577
minus_counterfactual_pairs,fragile_object_sorting,unstable_placement,5,96,0.5625,0.577869,0.59601,0.518613,0.059512,0.055098,0.087937,0.198947,0.080487,0.64811,0.080817,0.09611
minus_counterfactual_pairs,fragile_object_sorting,unstable_placement,6,96,0.583333,0.572605,0.606808,0.505954,0.067305,0.049434,0.098128,0.198947,0.083974,0.641927,0.075927,0.103565
minus_counterfactual_pairs,fragile_object_sorting,unstable_placement,7,96,0.510417,0.576503,0.549667,0.511059,0.060613,0.059367,0.098385,0.198947,0.07824,0.642994,0.079358,0.101572
minus_counterfactual_pairs,fragile_object_sorting,unstable_placement,8,96,0.510417,0.575285,0.549616,0.502552,0.057212,0.059513,0.091248,0.198947,0.081549,0.645475,0.082805,0.099171
minus_counterfactual_pairs,fragile_object_sorting,unstable_placement,9,96,0.59375,0.575536,0.621807,0.515189,0.056188,0.053404,0.091892,0.198947,0.079193,0.663514,0.082118,0.111598
minus_counterfactual_pairs,fragile_object_sorting,irreversible_change,0,96,0.541667,0.567814,0.573281,0.524522,0.067949,0.069146,0.084878,0.19921,0.075503,0.644049,0.085404,0.105351
minus_counterfactual_pairs,fragile_object_sorting,irreversible_change,1,96,0.5625,0.585866,0.584766,0.50712,0.070773,0.074913,0.092841,0.19921,0.080452,0.652412,0.078424,0.101866
minus_counterfactual_pairs,fragile_object_sorting,irreversible_change,2,96,0.520833,0.564881,0.55269,0.50229,0.067477,0.06318,0.094438,0.19921,0.080917,0.642501,0.086234,0.100405
minus_counterfactual_pairs,fragile_object_sorting,irreversible_change,3,96,0.520833,0.577303,0.553269,0.505414,0.063368,0.068927,0.09045,0.19921,0.083894,0.63912,0.07766,0.101524
minus_counterfactual_pairs,fragile_object_sorting,irreversible_change,4,96,0.541667,0.582662,0.575702,0.515036,0.056439,0.065432,0.087214,0.19921,0.078957,0.642607,0.083066,0.102126
minus_counterfactual_pairs,fragile_object_sorting,irreversible_change,5,96,0.59375,0.582673,0.613043,0.497538,0.06216,0.064363,0.092107,0.19921,0.070918,0.642343,0.088162,0.099487
minus_counterfactual_pairs,fragile_object_sorting,irreversible_change,6,96,0.614583,0.576018,0.626324,0.49168,0.063868,0.071702,0.093143,0.19921,0.084102,0.656468,0.079278,0.102903
minus_counterfactual_pairs,fragile_object_sorting,irreversible_change,7,96,0.5625,0.577834,0.588571,0.532529,0.065668,0.069276,0.09695,0.19921,0.084415,0.636728,0.086872,0.105213
minus_counterfactual_pairs,fragile_object_sorting,irreversible_change,8,96,0.53125,0.58273,0.562791,0.519425,0.0679,0.073569,0.094233,0.19921,0.076262,0.656327,0.09069,0.104996
minus_counterfactual_pairs,fragile_object_sorting,irreversible_change,9,96,0.552083,0.573968,0.585644,0.518036,0.055667,0.06311,0.090761,0.19921,0.083382,0.648428,0.086146,0.094349
minus_counterfactual_pairs,fragile_object_sorting,human_workspace_disruption,0,96,0.59375,0.58354,0.621341,0.521862,0.061649,0.045931,0.095282,0.199474,0.084823,0.645318,0.07279,0.106031
minus_counterfactual_pairs,fragile_object_sorting,human_workspace_disruption,1,96,0.645833,0.58121,0.657878,0.506922,0.073756,0.052896,0.088956,0.199474,0.078204,0.656894,0.080746,0.096479
minus_counterfactual_pairs,fragile_object_sorting,human_workspace_disruption,2,96,0.5625,0.556443,0.596064,0.522228,0.05755,0.050768,0.099492,0.199474,0.08316,0.643303,0.079886,0.098505
minus_counterfactual_pairs,fragile_object_sorting,human_workspace_disruption,3,96,0.541667,0.567036,0.578607,0.519681,0.060782,0.051722,0.095169,0.199474,0.08277,0.642388,0.073968,0.098474
minus_counterfactual_pairs,fragile_object_sorting,human_workspace_disruption,4,96,0.59375,0.569374,0.619759,0.516443,0.062103,0.05231,0.098399,0.199474,0.082144,0.652674,0.074141,0.101657
minus_counterfactual_pairs,fragile_object_sorting,human_workspace_disruption,5,96,0.59375,0.57059,0.61772,0.515642,0.059427,0.057134,0.099943,0.199474,0.084915,0.647885,0.078599,0.100762
minus_counterfactual_pairs,fragile_object_sorting,human_workspace_disruption,6,96,0.59375,0.596482,0.620499,0.508213,0.060975,0.04944,0.091018,0.199474,0.072808,0.641112,0.073082,0.09822
minus_counterfactual_pairs,fragile_object_sorting,human_workspace_disruption,7,96,0.583333,0.592281,0.604654,0.503449,0.07223,0.058552,0.091535,0.199474,0.077517,0.649185,0.081418,0.100445
minus_counterfactual_pairs,fragile_object_sorting,human_workspace_disruption,8,96,0.489583,0.578334,0.537257,0.524038,0.062018,0.053045,0.092511,0.199474,0.076303,0.64517,0.076233,0.109303
minus_counterfactual_pairs,fragile_object_sorting,human_workspace_disruption,9,96,0.625,0.580814,0.651461,0.542156,0.058642,0.050263,0.088524,0.199474,0.081985,0.650894,0.077406,0.10388
minus_counterfactual_pairs,fragile_object_sorting,latent_material_damage,0,96,0.552083,0.579596,0.581363,0.533211,0.06745,0.073919,0.10005,0.2,0.075365,0.64765,0.091805,0.094981
minus_counterfactual_pairs,fragile_object_sorting,latent_material_damage,1,96,0.604167,0.569515,0.616437,0.534936,0.077497,0.080267,0.096915,0.2,0.083364,0.65002,0.099538,0.103953
minus_counterfactual_pairs,fragile_object_sorting,latent_material_damage,2,96,0.59375,0.563493,0.608879,0.521108,0.068305,0.078065,0.09498,0.2,0.083516,0.643586,0.103315,0.095639
minus_counterfactual_pairs,fragile_object_sorting,latent_material_damage,3,96,0.583333,0.580787,0.602288,0.519243,0.06458,0.078854,0.097773,0.2,0.077961,0.647201,0.101929,0.09476
minus_counterfactual_pairs,fragile_object_sorting,latent_material_damage,4,96,0.489583,0.581421,0.519855,0.509565,0.078633,0.078666,0.08968,0.2,0.091347,0.651205,0.102351,0.102036
minus_counterfactual_pairs,fragile_object_sorting,latent_material_damage,5,96,0.5,0.574067,0.535324,0.504459,0.06787,0.069573,0.090248,0.2,0.082754,0.650114,0.092182,0.098151
minus_counterfactual_pairs,fragile_object_sorting,latent_material_damage,6,96,0.572917,0.562578,0.590124,0.525926,0.075922,0.078356,0.084963,0.2,0.082773,0.63037,0.102063,0.097889
minus_counterfactual_pairs,fragile_object_sorting,latent_material_damage,7,96,0.552083,0.582989,0.574299,0.524192,0.069303,0.081957,0.09621,0.2,0.078714,0.635294,0.098298,0.100501
minus_counterfactual_pairs,fragile_object_sorting,latent_material_damage,8,96,0.59375,0.574776,0.609576,0.513093,0.070405,0.073151,0.085024,0.2,0.078861,0.641983,0.095775,0.102285
minus_counterfactual_pairs,fragile_object_sorting,latent_material_damage,9,96,0.65625,0.573312,0.65823,0.516481,0.069671,0.072809,0.094357,0.2,0.076399,0.63819,0.102844,0.107973
minus_counterfactual_pairs,countertop_wiping,nominal,0,96,0.59375,0.61983,0.642989,0.505454,0.019932,0.027653,0.092728,0.189998,0.063263,0.65578,0.073587,0.090239
minus_counterfactual_pairs,countertop_wiping,nominal,1,96,0.645833,0.633072,0.684602,0.509422,0.023832,0.027813,0.101406,0.189998,0.059956,0.660662,0.067086,0.092897
minus_counterfactual_pairs,countertop_wiping,nominal,2,96,0.65625,0.625851,0.698814,0.527851,0.015531,0.030183,0.098807,0.189998,0.064878,0.660292,0.058222,0.090933
minus_counterfactual_pairs,countertop_wiping,nominal,3,96,0.677083,0.625167,0.709458,0.527315,0.02856,0.02985,0.093616,0.189998,0.070367,0.658156,0.069452,0.095649
minus_counterfactual_pairs,countertop_wiping,nominal,4,96,0.583333,0.624184,0.632397,0.512099,0.031337,0.029151,0.091794,0.189998,0.065057,0.656978,0.07194,0.087153
minus_counterfactual_pairs,countertop_wiping,nominal,5,96,0.645833,0.625012,0.687328,0.526793,0.021192,0.023989,0.097008,0.189998,0.066833,0.656723,0.072183,0.101627
minus_counterfactual_pairs,countertop_wiping,nominal,6,96,0.5625,0.633976,0.620163,0.528361,0.023108,0.031884,0.087592,0.189998,0.063447,0.657724,0.074035,0.09688
minus_counterfactual_pairs,countertop_wiping,nominal,7,96,0.552083,0.624983,0.607505,0.501036,0.025593,0.033445,0.088816,0.189998,0.062513,0.662776,0.065294,0.091708
minus_counterfactual_pairs,countertop_wiping,nominal,8,96,0.5625,0.619601,0.619353,0.518902,0.023339,0.030095,0.095334,0.189998,0.057591,0.648898,0.06711,0.087336
minus_counterfactual_pairs,countertop_wiping,nominal,9,96,0.59375,0.629991,0.640842,0.501152,0.022304,0.030048,0.094451,0.189998,0.063669,0.656941,0.067852,0.094227
minus_counterfactual_pairs,countertop_wiping,force_damage,0,96,0.677083,0.60107,0.680584,0.513837,0.05858,0.07572,0.088235,0.198421,0.077776,0.640521,0.087448,0.095366
minus_counterfactual_pairs,countertop_wiping,force_damage,1,96,0.552083,0.594718,0.595412,0.543456,0.047049,0.062027,0.089716,0.198421,0.06745,0.650071,0.086948,0.098922
minus_counterfactual_pairs,countertop_wiping,force_damage,2,96,0.635417,0.595965,0.649987,0.502607,0.052272,0.06311,0.089457,0.198421,0.076081,0.640366,0.084925,0.103397
minus_counterfactual_pairs,countertop_wiping,force_damage,3,96,0.604167,0.584435,0.626607,0.498703,0.042611,0.067945,0.097621,0.198421,0.072878,0.642672,0.089819,0.091451
minus_counterfactual_pairs,countertop_wiping,force_damage,4,96,0.510417,0.59577,0.550406,0.504863,0.057972,0.062648,0.090025,0.198421,0.076477,0.647994,0.084012,0.095757
minus_counterfactual_pairs,countertop_wiping,force_damage,5,96,0.645833,0.593358,0.664347,0.527226,0.059551,0.058566,0.095437,0.198421,0.075107,0.665712,0.095477,0.094186
minus_counterfactual_pairs,countertop_wiping,force_damage,6,96,0.541667,0.598143,0.578314,0.512373,0.051575,0.064113,0.092995,0.198421,0.079004,0.653413,0.083892,0.096424
minus_counterfactual_pairs,countertop_wiping,force_damage,7,96,0.541667,0.596532,0.580204,0.519784,0.051417,0.064693,0.091771,0.198421,0.071026,0.646601,0.082657,0.09574
minus_counterfactual_pairs,countertop_wiping,force_damage,8,96,0.59375,0.592003,0.628049,0.543806,0.050631,0.060733,0.095741,0.198421,0.066239,0.654651,0.089378,0.097563
minus_counterfactual_pairs,countertop_wiping,force_damage,9,96,0.583333,0.592208,0.61445,0.515176,0.051318,0.057386,0.095299,0.198421,0.069018,0.655583,0.090821,0.100334
minus_counterfactual_pairs,countertop_wiping,object_displacement,0,96,0.677083,0.597904,0.700671,0.531256,0.039274,0.045962,0.097688,0.197894,0.068286,0.654427,0.076908,0.095605
minus_counterfactual_pairs,countertop_wiping,object_displacement,1,96,0.59375,0.606942,0.627069,0.51254,0.046163,0.047715,0.08635,0.197894,0.071869,0.645818,0.080146,0.097897
minus_counterfactual_pairs,countertop_wiping,object_displacement,2,96,0.65625,0.614055,0.679525,0.519121,0.047345,0.044646,0.089939,0.197894,0.07513,0.657225,0.0779,0.097292
minus_counterfactual_pairs,countertop_wiping,object_displacement,3,96,0.614583,0.607035,0.646297,0.517089,0.052684,0.043834,0.086351,0.197894,0.069411,0.660552,0.072463,0.098857
minus_counterfactual_pairs,countertop_wiping,object_displacement,4,96,0.510417,0.595379,0.560136,0.49914,0.048914,0.038012,0.093218,0.197894,0.069847,0.647095,0.078668,0.091479
minus_counterfactual_pairs,countertop_wiping,object_displacement,5,96,0.677083,0.59645,0.693885,0.512332,0.050168,0.042725,0.096096,0.197894,0.075938,0.651106,0.075608,0.091244
minus_counterfactual_pairs,countertop_wiping,object_displacement,6,96,0.635417,0.604196,0.660917,0.517439,0.042245,0.044545,0.098095,0.197894,0.079482,0.644146,0.076026,0.100918
minus_counterfactual_pairs,countertop_wiping,object_displacement,7,96,0.677083,0.601537,0.693887,0.494877,0.044202,0.045956,0.09132,0.197894,0.066052,0.655552,0.071805,0.096678
minus_counterfactual_pairs,countertop_wiping,object_displacement,8,96,0.5625,0.607632,0.606114,0.514528,0.043156,0.036262,0.096195,0.197894,0.072452,0.650167,0.080118,0.094874
minus_counterfactual_pairs,countertop_wiping,object_displacement,9,96,0.583333,0.60785,0.618385,0.503233,0.048187,0.039347,0.087097,0.197894,0.07343,0.648286,0.076165,0.103628
minus_counterfactual_pairs,countertop_wiping,clutter_accumulation,0,96,0.697917,0.615559,0.710247,0.521167,0.05267,0.047427,0.087636,0.198684,0.074324,0.65122,0.079544,0.097506
minus_counterfactual_pairs,countertop_wiping,clutter_accumulation,1,96,0.625,0.601327,0.6492,0.518482,0.054436,0.046162,0.097948,0.198684,0.080383,0.648372,0.073031,0.100572
minus_counterfactual_pairs,countertop_wiping,clutter_accumulation,2,96,0.5625,0.602144,0.602741,0.524221,0.05352,0.042712,0.087376,0.198684,0.072504,0.645491,0.07698,0.103036
minus_counterfactual_pairs,countertop_wiping,clutter_accumulation,3,96,0.572917,0.607239,0.609852,0.518515,0.04758,0.048152,0.091842,0.198684,0.070047,0.645028,0.084923,0.099802
minus_counterfactual_pairs,countertop_wiping,clutter_accumulation,4,96,0.53125,0.611062,0.577239,0.522832,0.052749,0.055022,0.088554,0.198684,0.070635,0.660226,0.073392,0.097584
minus_counterfactual_pairs,countertop_wiping,clutter_accumulation,5,96,0.583333,0.588473,0.614195,0.507477,0.054061,0.05298,0.088884,0.198684,0.074852,0.648425,0.075829,0.094942
minus_counterfactual_pairs,countertop_wiping,clutter_accumulation,6,96,0.5,0.596216,0.547173,0.508948,0.048473,0.057147,0.092203,0.198684,0.072501,0.638082,0.079754,0.091406
minus_counterfactual_pairs,countertop_wiping,clutter_accumulation,7,96,0.614583,0.607572,0.644186,0.514684,0.047244,0.040513,0.091706,0.198684,0.079531,0.648616,0.083194,0.096526
minus_counterfactual_pairs,countertop_wiping,clutter_accumulation,8,96,0.6875,0.608112,0.69762,0.50938,0.057188,0.049296,0.09527,0.198684,0.070185,0.645567,0.07087,0.098566
minus_counterfactual_pairs,countertop_wiping,clutter_accumulation,9,96,0.46875,0.617462,0.530797,0.532106,0.043822,0.045969,0.093936,0.198684,0.074444,0.651352,0.077295,0.105608
minus_counterfactual_pairs,countertop_wiping,unstable_placement,0,96,0.572917,0.592452,0.608899,0.514356,0.051114,0.046994,0.087531,0.198947,0.071321,0.644614,0.080606,0.099624
minus_counterfactual_pairs,countertop_wiping,unstable_placement,1,96,0.572917,0.600957,0.608127,0.514962,0.050629,0.048055,0.098061,0.198947,0.071359,0.644457,0.080968,0.095541
minus_counterfactual_pairs,countertop_wiping,unstable_placement,2,96,0.53125,0.597298,0.573507,0.521643,0.049759,0.058517,0.091579,0.198947,0.078397,0.651283,0.089539,0.093023
minus_counterfactual_pairs,countertop_wiping,unstable_placement,3,96,0.635417,0.587901,0.652871,0.506617,0.056068,0.054889,0.095635,0.198947,0.080338,0.65699,0.082104,0.101502
minus_counterfactual_pairs,countertop_wiping,unstable_placement,4,96,0.572917,0.595558,0.598057,0.496588,0.059215,0.057996,0.093898,0.198947,0.076767,0.640611,0.087998,0.095036
minus_counterfactual_pairs,countertop_wiping,unstable_placement,5,96,0.5625,0.599471,0.597343,0.520015,0.059833,0.048454,0.097463,0.198947,0.075401,0.647771,0.084072,0.095869
minus_counterfactual_pairs,countertop_wiping,unstable_placement,6,96,0.572917,0.603841,0.602974,0.515601,0.05977,0.053418,0.100232,0.198947,0.073206,0.647814,0.082414,0.103525
minus_counterfactual_pairs,countertop_wiping,unstable_placement,7,96,0.572917,0.595123,0.601018,0.503191,0.053371,0.054957,0.094835,0.198947,0.080262,0.640558,0.088691,0.097173
minus_counterfactual_pairs,countertop_wiping,unstable_placement,8,96,0.635417,0.597213,0.653549,0.514796,0.052573,0.058115,0.09524,0.198947,0.072775,0.645622,0.08484,0.107194
minus_counterfactual_pairs,countertop_wiping,unstable_placement,9,96,0.53125,0.593744,0.565994,0.512182,0.05413,0.066649,0.097604,0.198947,0.076356,0.640588,0.08547,0.102954
minus_counterfactual_pairs,countertop_wiping,irreversible_change,0,96,0.489583,0.590311,0.53382,0.517529,0.051572,0.068669,0.090001,0.19921,0.078274,0.637186,0.093609,0.097452
minus_counterfactual_pairs,countertop_wiping,irreversible_change,1,96,0.6875,0.588738,0.69321,0.514515,0.058738,0.065416,0.088862,0.19921,0.082015,0.661755,0.086928,0.099094
minus_counterfactual_pairs,countertop_wiping,irreversible_change,2,96,0.479167,0.590515,0.528153,0.541501,0.063625,0.065642,0.097049,0.19921,0.075183,0.64977,0.086337,0.104431
minus_counterfactual_pairs,countertop_wiping,irreversible_change,3,96,0.645833,0.587334,0.654809,0.507888,0.045186,0.078535,0.095807,0.19921,0.077128,0.638416,0.094989,0.109147
minus_counterfactual_pairs,countertop_wiping,irreversible_change,4,96,0.635417,0.600436,0.651761,0.529134,0.054212,0.064075,0.086308,0.19921,0.08571,0.636444,0.092314,0.103764
minus_counterfactual_pairs,countertop_wiping,irreversible_change,5,96,0.552083,0.584907,0.580024,0.51901,0.059885,0.071255,0.091064,0.19921,0.082414,0.639045,0.090648,0.103432
minus_counterfactual_pairs,countertop_wiping,irreversible_change,6,96,0.604167,0.595271,0.629955,0.531829,0.052061,0.058611,0.090403,0.19921,0.080097,0.638642,0.091483,0.10501
minus_counterfactual_pairs,countertop_wiping,irreversible_change,7,96,0.604167,0.584516,0.630628,0.545303,0.061006,0.05835,0.09626,0.19921,0.084002,0.647523,0.094613,0.092319
minus_counterfactual_pairs,countertop_wiping,irreversible_change,8,96,0.697917,0.606268,0.700189,0.528966,0.0659,0.06577,0.090987,0.19921,0.080663,0.648698,0.096316,0.091803
minus_counterfactual_pairs,countertop_wiping,irreversible_change,9,96,0.65625,0.592962,0.668388,0.518008,0.064088,0.061297,0.092248,0.19921,0.074018,0.653091,0.090002,0.092747
minus_counterfactual_pairs,countertop_wiping,human_workspace_disruption,0,96,0.552083,0.591348,0.584333,0.514849,0.066796,0.051312,0.092014,0.199474,0.083434,0.646319,0.079758,0.09993
minus_counterfactual_pairs,countertop_wiping,human_workspace_disruption,1,96,0.583333,0.595294,0.615526,0.530398,0.058031,0.054255,0.0939,0.199474,0.079046,0.661745,0.084148,0.104939
minus_counterfactual_pairs,countertop_wiping,human_workspace_disruption,2,96,0.583333,0.587233,0.610368,0.522704,0.066174,0.050821,0.102689,0.199474,0.081358,0.65138,0.079779,0.105132
minus_counterfactual_pairs,countertop_wiping,human_workspace_disruption,3,96,0.552083,0.584671,0.586023,0.523148,0.069562,0.048321,0.088611,0.199474,0.079376,0.646263,0.085254,0.102051
minus_counterfactual_pairs,countertop_wiping,human_workspace_disruption,4,96,0.552083,0.587045,0.58564,0.520006,0.061583,0.053782,0.086622,0.199474,0.081397,0.641868,0.080693,0.108386
minus_counterfactual_pairs,countertop_wiping,human_workspace_disruption,5,96,0.697917,0.598298,0.704604,0.517877,0.055442,0.053341,0.08838,0.199474,0.080691,0.64988,0.080236,0.110852
